1	100	0.069	0.079	1406	2.35283	0.069	0.079	1406	2.35283
2	200	0.095	0.157	1406	2.35289	0.095	0.157	1406	2.35289
3	300	0.126	0.221	1406	2.35291	0.126	0.221	1406	2.35291
4	400	0.163	0.294	1406	2.35291	0.163	0.294	1406	2.35291
5	500	0.187	0.382	1406	2.35292	0.187	0.382	1406	2.35292
6	600	0.221	0.453	1406	2.35292	0.221	0.453	1406	2.35292
7	700	0.243	0.496	1406	2.35293	0.243	0.496	1406	2.35293
8	800	0.273	0.581	1406	2.35293	0.273	0.581	1406	2.35293
9	900	0.302	0.646	1406	2.35293	0.302	0.646	1406	2.35293
10	1024	0.342	0.741	1406	2.35293	0.342	0.741	1406	2.35293
11	2048	0.692	1.459	1406	2.35294	0.692	1.459	1406	2.35294
12	3072	0.969	2.239	1406	2.35294	0.969	2.239	1406	2.35294
13	4096	1.385	1.965	1406	2.35294	1.385	1.965	1406	2.35294
14	5120	1.78	3.816	1406	2.35294	1.78	3.816	1406	2.35294
15	6144	2.028	3.251	1406	2.35294	2.028	3.251	1406	2.35294
16	7168	2.344	5.126	1406	2.35294	2.344	5.126	1406	2.35294
17	8192	2.635	5.955	1406	2.35294	2.635	5.955	1406	2.35294
18	9216	3.039	6.473	1406	2.35294	3.039	6.473	1406	2.35294
19	10240	3.3	7.348	1406	2.35294	3.3	7.348	1406	2.35294
