1	100	    0.053	0.12	3182	1.67736	0.019	0.016	13142	73.6075	0.059	0.014	342728	15.4455	0.061	0.136	16324	122.036
2	200	    0.101	0.234	3182	1.67739	0.037	0.021	13142	75.8711	0.118	0.016	488040	21.5622	0.124	0.255	16324	130.099
3	300	    0.134	0.348	3182	1.67741	0.055	0.026	13142	76.6633	0.185	0.024	599456	26.2645	0.172	0.372	16324	133.04
4	400	    0.169	0.453	3182	1.67741	0.07	0.032	13142	77.0608	0.255	0.027	693480	30.2249	0.196	0.483	16324	134.553
5	500	    0.2	    0.586	3182	1.67741	0.087	0.038	13142	77.3402	0.305	0.038	776232	33.717	0.245	0.62	16324	135.483
6	600	    0.24	0.697	3182	1.67741	0.109	0.046	13142	77.495	0.376	0.035	851168	36.8687	0.283	0.709	16324	136.105
7	700	    0.268	0.823	3182	1.67741	0.124	0.056	13142	77.6087	0.452	0.037	920024	39.7711	0.325	0.823	16324	136.48
8	800	    0.306	0.919	3182	1.67741	0.155	0.055	13142	77.6918	0.506	0.04	984016	42.4755	0.37	0.98	16324	136.827
9	900	    0.347	1.055	3182	1.67741	0.162	0.063	13142	77.7784	0.6	    0.044	1044208	45.013	0.413	1.104	16324	137.101
10	1024	0.403	1.154	3182	1.67742	0.177	0.063	13142	77.8321	0.686	0.054	1114432	47.9668	0.468	1.255	16324	137.353
11	2048	0.854	2.517	3182	1.67742	0.35	0.125	13142	78.0823	1.367	0.088	1579248	67.5754	1.031	2.548	16324	138.297
12	3072	1.263	3.447	3182	1.67742	0.532	0.184	13142	78.166	2.038	0.131	1935992	82.6189	1.417	3.576	16324	138.596
13	4096	1.68	4.673	3182	1.67742	0.727	0.243	13142	78.208	2.87	0.17	2236800	95.2989	1.883	3.769	16324	138.76
14	5120	1.966	5.526	3182	1.67742	0.886	0.284	13142	78.2332	3.728	0.218	2501736	106.474	2.432	5.869	16324	138.847
15	6144	2.4	    5.727	3182	1.67742	1.115	0.367	13142	78.25	4.831	0.252	2741288	116.575	2.848	7.003	16324	138.915
16	7168	2.758	8.233	3182	1.67742	1.242	0.443	13142	78.2617	4.605	0.317	2961536	125.866	3.366	8.579	16324	138.955
17	8192	3.13	9.24	3182	1.67742	1.502	0.497	13142	78.2707	5.848	0.358	3166584	134.512	4.036	9.785	16324	138.992
18	9216	3.602	8.953	3182	1.67742	1.611	0.52	13142	78.2778	7.298	0.388	3359168	142.633	4.214	10.305	16324	139.015
19	10240	4.062	10.824	3182	1.67742	1.778	0.609	13142	78.2834	8.249	0.432	3541264	150.316	4.9	    12.097	16324	139.039
