1	100	0.054	0.015	13142	83.3198	0.05	0.015	13142	123.522
2	200	0.102	0.021	13142	84.3145	0.099	0.02	13142	125.567
3	300	0.155	0.027	13142	84.6514	0.146	0.026	13142	126.16
4	400	0.204	0.037	13142	84.8209	0.192	0.032	13142	126.459
5	500	0.256	0.037	13142	84.9229	0.243	0.039	13142	126.701
6	600	0.3	0.044	13142	84.991	0.285	0.042	13142	126.811
7	700	0.348	0.046	13142	85.0397	0.336	0.048	13142	126.935
8	800	0.399	0.053	13142	85.0763	0.385	0.053	13142	126.988
9	900	0.444	0.061	13142	85.1048	0.438	0.056	13142	127.065
10	1024	0.506	0.068	13142	85.1323	0.49	0.066	13142	127.115
11	2048	1.065	0.14	13142	85.2327	0.979	0.119	13142	127.308
12	3072	1.554	0.183	13142	85.2662	1.473	0.182	13142	127.373
13	4096	2.014	0.229	13142	85.2829	1.954	0.228	13142	127.405
14	5120	2.477	0.281	13142	85.2931	2.436	0.292	13142	127.418
15	6144	2.982	0.343	13142	85.2998	2.93	0.342	13142	127.432
16	7168	3.482	0.383	13142	85.3045	3.369	0.42	13142	127.442
17	8192	4.089	0.443	13142	85.3081	3.879	0.534	13142	127.45
18	9216	4.583	0.507	13142	85.3109	4.313	0.545	13142	127.455
19	10240	5.1	0.571	13142	85.3131	4.813	0.56	13142	127.46
