1	100	    0.032	0.06	851	3.33312	0.054	0.015	13142	83.3198	0.065	0.015	148248	36.9142	0.067	0.08	13993	263.239
2	200	    0.058	0.112	851	3.33322	0.102	0.021	13142	84.3145	0.114	0.02	211936	50.8063	0.119	0.135	13993	273.431
3	300	    0.081	0.16	851	3.33326	0.155	0.027	13142	84.6514	0.178	0.025	260880	61.4769	0.168	0.186	13993	277.006
4	400	    0.107	0.221	851	3.33328	0.204	0.037	13142	84.8209	0.233	0.027	302072	70.4991	0.213	0.23	13993	278.829
5	500	    0.145	0.28	851	3.33329	0.256	0.037	13142	84.9229	0.294	0.034	338400	78.4434	0.26	0.288	13993	279.934
6	600	    0.161	0.307	851	3.3333	0.3	    0.044	13142	84.991	0.363	0.036	371232	85.6307	0.317	0.355	13993	280.676
7	700	    0.184	0.371	851	3.3333	0.348	0.046	13142	85.0397	0.41	0.039	401328	92.2641	0.362	0.388	13993	281.208
8	800	    0.211	0.421	851	3.33331	0.399	0.053	13142	85.0763	0.508	0.047	429448	98.4142	0.417	0.462	13993	281.609
9	900 	0.237	0.474	851	3.33331	0.444	0.061	13142	85.1048	0.559	0.045	455896	104.183	0.482	0.5	    13993	281.921
10	1024	0.28	0.508	851	3.33332	0.506	0.068	13142	85.1323	0.668	0.053	486600	110.937	0.523	0.569	13993	282.103
11	2048	0.546	1.143	851	3.33332	1.065	0.14	13142	85.2327	1.387	0.096	690432	155.633	1.017	1.161	13993	283.399
12	3072	0.806	1.596	851	3.33333	1.554	0.183	13142	85.2662	2.309	0.135	846992	189.902	1.525	1.678	13993	283.705
13	4096	1.12	2.059	851	3.33333	2.014	0.229	13142	85.2829	2.982	0.184	978776	218.841	1.991	2.208	13993	283.897
14	5120	1.545	2.622	851	3.33333	2.477	0.281	13142	85.2931	2.611	0.213	1095056	244.298	2.428	2.579	13993	283.998
15	6144	1.783	3.047	851	3.33333	2.982	0.343	13142	85.2998	4.985	0.26	1200088	267.335	2.919	3.143	13993	284.051
16	7168	2.021	3.556	851	3.33333	3.482	0.383	13142	85.3045	5.94	0.296	1296608	288.535	3.456	3.685	13993	284.145
17	8192	2.226	4.049	851	3.33333	4.089	0.443	13142	85.3081	5.967	0.354	1386592	308.235	3.972	4.333	13993	284.167
18	9216	2.603	4.736	851	3.33333	4.583	0.507	13142	85.3109	8.418	0.401	1471084	326.738	4.571	4.804	13993	284.192
19	10240	2.705	5.331	851	3.33333	5.1	    0.571	13142	85.3131	9.323	0.43	1550904	344.269	4.885	05.09	13993	284.221
